Label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C23,C24,C25,C26
1,47,6,1.0,1.0,14678.315844700945,146.92563081009297,0.0,1.0,1.0,5,0,1.0,0,51,189,252,1,6,633,2,0,194,872,940,345,2,449,1047,2,117,123,1,17,3,613,19,356
0,0,0,6.0,9.0,11606.0,89.0,24.0,7.0,201.0,0,3,9.0,0,36,839,677,1,3,214,34,1,499,645,764,455,13,570,743,8,411,123,1,784,0,479,19,356
0,0,0,12.0,13.0,1605.0,126.0,9.0,47.0,421.0,0,4,13.0,0,12,537,34,11,4,716,5,1,194,423,851,761,3,710,784,8,188,176,2,569,2,195,27,36
0,47,0,9.0,0.0,10284.0,146.92563081009297,0.0,1.0,5.0,5,0,1.0,26,120,7,346,1,0,723,2,1,122,613,270,753,13,101,647,0,490,105,2,357,1,174,0,149
0,47,913,3.0,14.0,21866.0,76.0,2.0,33.0,89.0,5,1,14.0,33,131,39,991,9,3,553,30,1,194,345,735,725,13,527,773,8,392,83,3,702,8,174,1,149
0,0,2,5.0,3.0,2931.0,11.0,3.0,10.0,18.0,0,2,3.0,0,37,574,613,1,5,251,17,1,765,420,840,485,14,343,90,0,285,28,2,953,0,258,28,430
0,0,4,33.079354838709676,3.0,42478.0,146.92563081009297,0.0,9.0,4.0,0,0,8.0,0,140,839,677,11,3,1012,2,1,849,822,764,160,8,322,743,0,57,123,1,784,1,479,19,356
0,14,-1,15.0,13.0,172.0,20.0,39.0,12.0,284.0,1,5,13.0,0,76,548,427,1,0,356,2,1,194,674,465,597,13,177,196,8,155,22,3,622,0,309,27,494
0,47,180,26.0,0.0,16253.0,146.92563081009297,13.710388247639035,29.0,126.76285414480587,5,30,6.0,0,66,460,176,28,3,878,2,1,536,357,489,372,13,730,817,8,88,123,1,575,0,547,19,356
0,47,53,77.0,1.0,1553.0,146.92563081009297,0.0,14.0,17.0,5,0,14.0,0,186,775,87,1,3,567,2,1,194,861,912,508,2,35,1123,1,215,64,3,1191,0,196,0,448
0,47,30,5.0,1.0,68133.0,146.92563081009297,0.0,1.0,1.0,5,0,1.0,0,52,722,506,9,4,620,21,0,276,614,1154,517,2,795,39,8,62,22,2,673,0,536,0,436
0,2,1,1.0,0.0,17.0,0.0,82.0,0.0,62.0,1,7,0.0,0,37,689,760,1,5,134,17,1,371,32,51,140,19,564,306,6,285,87,2,546,3,19,28,170
0,47,9,8.0,6.0,16528.0,13.0,4.0,6.0,13.0,5,1,6.0,0,236,17,782,1,3,208,2,1,828,607,161,99,2,502,972,8,519,22,0,875,10,196,9,392
0,47,103,1.0,3.0,12926.0,146.92563081009297,0.0,10.0,121.0,5,0,3.0,0,215,892,872,1,3,809,2,1,194,728,780,237,13,536,641,5,89,123,1,1002,8,531,19,356
0,1,1,41.0,12.0,5.0,12.0,1.0,8.0,12.0,1,1,12.0,33,126,954,555,1,4,401,2,1,459,190,231,20,3,47,1001,7,2,22,0,668,0,66,27,329
0,47,86,33.079354838709676,4.0,17863.0,146.92563081009297,0.0,6.0,10.0,5,0,4.0,0,77,928,826,11,4,808,2,1,612,149,667,397,9,286,67,8,326,36,0,424,0,475,0,485
0,47,0,2.0,1.0,99.0,146.92563081009297,0.0,4.0,4.0,5,0,4.0,43,102,429,158,1,5,65,5,1,194,806,1124,73,2,453,500,1,85,123,1,740,0,248,19,356
1,0,1,30.0,5.0,3068.0,30.0,6.0,15.0,43.0,0,2,12.0,0,150,411,328,28,5,24,2,1,194,222,329,555,3,289,1054,8,251,107,2,746,2,260,3,25
0,0,1,33.079354838709676,4.0,5065.0,36.0,5.0,6.0,68.0,0,2,5.0,52,51,33,70,11,2,466,5,1,764,824,689,771,3,635,874,8,265,123,1,415,0,498,19,356
0,6,90,27.0,6.0,4.0,1.0,14.0,6.0,6.0,1,2,1.0,33,165,29,87,1,3,996,24,1,141,263,709,693,2,388,106,8,298,64,3,616,2,196,7,448
1,34,54,46.0,31.0,11.0,31.0,330.0,39.0,374.0,1,10,31.0,0,77,287,239,11,3,90,2,1,617,261,973,539,2,723,995,4,263,22,0,55,0,174,28,149
0,17,0,11.0,10.0,113.0,21.0,17.0,10.0,16.0,1,1,15.0,18,52,11,419,1,3,359,2,1,801,367,70,391,2,804,439,8,174,22,2,911,3,655,0,436
0,0,16,33.079354838709676,2.0,10393.0,146.92563081009297,0.0,23.0,3.0,0,0,2.0,0,10,314,540,7,3,447,17,1,289,135,557,557,13,619,69,7,280,123,1,205,1,712,19,356
0,47,84,4.0,5.0,7984.0,223.0,2.0,5.0,54.0,5,1,5.0,47,215,907,872,1,3,282,5,1,294,465,1084,216,13,536,77,7,89,123,1,584,0,531,19,356
0,5,17,18.0,18.0,567.0,89.0,5.0,37.0,89.0,1,1,18.0,40,27,663,634,1,6,940,2,1,466,213,517,339,13,232,669,8,227,22,0,34,1,163,1,90
0,0,0,33.079354838709676,0.0,29259.0,146.92563081009297,13.710388247639035,29.0,126.76285414480587,0,30,3.0,0,215,907,872,1,3,262,2,1,523,357,1084,372,13,536,77,7,89,123,1,584,0,531,19,356
0,0,1,2.0,12.0,4877.0,140.0,13.0,34.0,136.0,0,2,12.0,33,122,828,7,1,6,223,17,1,573,699,899,290,2,266,1066,8,99,123,1,587,11,433,19,356
0,0,0,11.0,2.0,4258.0,20.0,1.0,2.0,5.0,0,1,2.0,0,51,839,677,1,2,456,2,1,606,492,764,61,3,339,743,7,398,123,1,784,0,479,19,356
0,47,3,33.079354838709676,3.0,14397.0,23.0,1.0,3.0,28.0,5,1,3.0,26,37,747,531,1,3,900,20,1,383,71,756,816,2,353,934,8,176,22,0,1189,0,277,28,9
0,1,1379,12.0,6.0,796.0,55.0,1.0,12.0,54.0,1,1,21.0,0,92,1061,501,1,3,1060,16,1,194,398,386,714,3,193,682,7,241,22,0,821,1,335,9,220
1,2,1,20.0,18.0,0.0,2.0,2.0,19.0,18.0,1,1,2.0,5,144,839,677,7,0,339,30,1,897,231,764,380,2,393,743,0,164,123,1,784,1,479,19,356
0,0,2,33.079354838709676,3.0,1889.0,569.0,1.0,33.0,82.0,0,1,3.0,0,10,766,1002,1,3,457,2,1,194,52,843,470,13,619,866,3,280,123,1,19,1,573,19,356
0,47,0,4.0,6.0,26771.0,146.92563081009297,0.0,6.0,319.0,5,0,6.0,0,152,730,1015,1,3,1096,2,1,251,294,897,255,13,56,635,8,260,123,1,804,0,547,19,356
0,47,237,8.0,3.0,14678.315844700945,146.92563081009297,0.0,3.0,3.0,5,0,3.0,0,51,1270,191,1,0,1059,2,0,194,903,170,566,3,59,777,2,371,123,1,1054,8,408,19,356
0,2,0,3.0,1.0,84.0,1.0,5.0,1.0,168.0,1,3,1.0,33,63,149,953,11,5,361,5,1,207,876,36,697,13,472,837,3,347,22,0,1194,0,215,27,90
0,1,1872,32.0,0.0,4.0,0.0,1.0,0.0,0.0,1,1,0.0,33,230,1200,32,1,2,839,2,1,157,195,716,84,3,319,147,7,38,22,0,876,0,669,0,221
0,47,3,32.0,39.0,38.0,146.92563081009297,0.0,39.0,39.0,5,0,39.0,0,168,1157,66,1,4,861,2,1,194,506,700,445,14,779,514,5,69,123,1,1035,0,432,19,356
0,0,1,33.079354838709676,8.062697910069664,6197.0,141.0,22.0,0.0,226.0,0,7,11.784673844205193,0,37,812,17,1,6,713,2,1,533,871,310,650,3,701,129,8,176,87,0,170,0,492,28,9
0,47,-1,33.079354838709676,8.062697910069664,14678.315844700945,146.92563081009297,0.0,1.0,1.0,5,0,11.784673844205193,0,18,922,1020,1,6,698,19,0,194,194,258,397,2,154,365,2,315,123,1,720,3,382,19,356
1,2,14,2.0,2.0,0.0,0.0,2.0,1.0,2.0,1,1,0.0,0,194,37,802,6,5,1090,2,1,194,547,190,568,13,471,961,0,291,22,3,358,1,708,28,289
1,0,3,33.079354838709676,8.062697910069664,7496.0,186.0,20.0,6.0,470.0,0,5,11.784673844205193,33,207,1070,819,1,6,870,17,1,131,853,1078,444,2,434,621,8,450,123,1,1,2,162,19,356
0,47,0,12.0,6.0,1817.0,3156.0,0.0,6.0,91.0,5,0,6.0,37,112,1146,539,1,5,254,2,1,41,743,544,70,2,546,442,8,319,22,0,69,10,604,29,335
0,3,-1,3.0,2.0,285.0,5.0,6.0,8.0,30.0,1,4,5.0,0,114,1053,974,1,3,1077,2,1,194,841,1011,198,17,789,522,0,443,123,1,1124,1,416,19,356
0,0,1,33.079354838709676,0.0,1548.0,72.0,68.0,14.0,301.0,0,16,3.0,26,152,359,1015,1,5,468,2,1,194,896,897,708,13,56,635,3,260,123,1,804,0,547,19,356
1,1,-1,33.079354838709676,8.062697910069664,633.0,3.0,11.0,6.0,42.0,1,4,11.784673844205193,43,51,459,350,11,4,335,2,1,194,609,320,304,0,755,933,6,497,123,1,240,0,98,19,356
0,47,0,27.0,7.0,3540.0,15.0,19.0,10.0,144.0,5,6,7.0,0,91,654,938,19,3,735,17,1,95,478,960,490,2,53,389,8,404,22,2,117,2,174,17,149
0,3,1,29.0,17.0,165.0,34.0,4.0,18.0,65.0,1,2,17.0,0,203,613,651,11,5,529,2,1,194,383,1218,720,13,712,915,8,351,22,0,755,1,131,27,354
1,47,0,3.0,7.0,3157.0,146.92563081009297,0.0,9.0,77.0,5,0,7.0,26,13,892,872,1,3,314,5,1,381,699,780,290,2,596,641,7,106,123,1,1002,2,531,19,356
1,1,0,15.0,21.0,161.0,122.0,1.0,36.0,430.0,1,1,62.0,0,51,917,916,11,3,987,2,1,787,168,384,269,2,541,873,7,58,123,1,896,10,275,19,356
0,29,11,2.0,6.0,2.0,6.0,31.0,16.0,800.0,2,3,6.0,26,209,768,881,1,3,726,2,1,194,485,1032,818,2,89,794,3,432,163,3,511,0,545,0,310
0,0,0,3.0,8.062697910069664,1676.0,76.0,1.0,5.0,3.0,0,1,11.784673844205193,0,238,580,272,1,3,204,15,1,116,897,441,789,3,291,925,7,364,22,0,478,2,193,28,243
1,4,0,3.0,8.0,60.0,8.0,4.0,8.0,8.0,1,1,8.0,0,142,1076,955,11,5,379,2,1,70,57,421,694,2,686,1098,8,255,123,1,845,0,316,19,356
1,22,3,11.0,3.0,34.0,3.0,23.0,3.0,3.0,3,3,3.0,33,30,264,107,1,3,1130,2,1,194,695,1217,507,3,786,99,8,493,14,2,796,11,136,24,264
0,0,19,9.0,1.0,2371.0,150.0,2.0,35.0,100.0,0,1,100.0,52,13,907,872,1,3,971,2,1,891,244,1084,461,13,411,77,3,503,123,1,584,0,531,19,356
0,47,1,2.0,8.062697910069664,544.0,146.92563081009297,0.0,19.0,13.0,5,0,11.784673844205193,0,6,1195,744,1,6,417,17,1,194,404,14,700,2,802,506,5,271,127,0,109,1,66,27,543
0,47,5,136.0,36.0,4324.0,37.0,3.0,37.0,37.0,5,1,37.0,0,197,120,313,1,5,757,2,1,62,326,451,518,3,693,132,4,149,55,2,1091,7,168,12,74
1,1,0,3.0,21.0,158.0,137.0,2.0,25.0,233.0,1,2,22.0,0,197,1184,784,1,3,666,2,1,194,402,799,572,13,96,226,0,149,22,3,1088,0,150,27,343
0,0,2,2.0,8.062697910069664,256.0,14.0,4.0,0.0,15.0,0,2,11.784673844205193,2,156,1075,21,1,2,230,2,1,31,330,613,256,8,813,864,3,257,181,2,2,0,89,8,415
0,47,1,1.0,8.062697910069664,15838.0,47.0,1.0,0.0,47.0,5,1,11.784673844205193,26,52,386,861,11,6,927,2,1,451,741,630,318,2,772,801,7,181,22,0,628,0,709,0,323
0,1,0,1.0,15.0,108.0,21.0,1.0,15.0,16.0,1,1,16.0,0,174,1046,1015,1,1,782,2,1,639,764,1115,688,9,73,1033,7,341,123,1,895,0,547,19,356
1,0,200,12.0,6.0,1782.0,13.0,3.0,8.0,8.0,0,1,7.0,33,51,1220,400,1,3,557,2,1,857,178,186,562,13,784,233,0,26,123,1,1165,0,50,19,356
0,3,14,3.0,4.0,118.0,9.0,3.0,29.0,39.0,1,1,4.0,0,218,616,73,7,4,695,2,1,489,876,31,697,2,781,739,8,96,22,0,262,0,549,27,62
1,0,1850,33.079354838709676,8.062697910069664,12306.0,314.0,8.0,0.0,431.0,0,5,11.784673844205193,0,167,985,104,9,0,710,2,1,640,260,233,206,2,164,717,8,118,123,1,1026,0,102,19,356
0,2,1,1.0,1.0,357.0,7.0,12.0,10.0,53.0,1,3,1.0,0,51,206,395,1,5,703,2,1,424,290,867,744,2,640,373,8,461,123,1,529,0,220,19,356
0,0,1,7.0,4.0,1923.0,75.0,8.0,41.0,186.0,0,3,4.0,26,232,861,954,1,3,350,17,1,301,152,685,117,2,262,161,8,335,83,0,269,10,176,27,179
0,47,52,33.079354838709676,5.0,6527.0,146.92563081009297,0.0,5.0,42.0,5,0,5.0,0,230,17,782,1,5,736,2,1,183,501,161,627,2,774,972,8,465,22,0,875,10,196,0,392
0,47,0,1.0,8.062697910069664,7894.0,146.92563081009297,0.0,1.0,4.0,5,0,11.784673844205193,26,12,349,387,1,4,114,1,1,194,122,357,83,13,273,363,5,188,165,2,612,0,8,27,166
0,47,-1,47.0,29.0,10383.0,66.0,3.0,30.0,66.0,5,1,29.0,33,120,65,200,1,3,533,2,1,194,471,1059,657,13,101,531,0,490,5,3,1038,0,174,27,149
1,1,91,33.079354838709676,0.0,40.0,0.0,1.0,0.0,0.0,1,1,0.0,0,216,906,837,11,4,751,2,1,266,356,236,735,3,562,843,7,431,22,0,175,1,162,27,372
0,3,28,33.079354838709676,0.0,11.0,0.0,3.0,0.0,0.0,1,1,0.0,0,220,276,84,1,6,84,23,1,413,215,1051,527,11,17,95,0,75,123,1,245,1,481,19,356
0,47,51,1.0,1.0,2278.0,146.92563081009297,0.0,16.0,41.0,5,0,7.0,19,51,967,722,1,3,524,2,1,194,399,882,556,2,114,973,7,310,123,1,52,8,625,19,356
0,1,4,33.079354838709676,3.0,457.0,10.0,11.0,7.0,64.0,1,3,5.0,15,113,591,373,1,3,598,1,1,76,658,501,102,2,187,428,8,458,22,2,162,0,218,28,254
1,47,19,20.0,9.0,4379.0,47.0,36.0,41.0,126.0,5,2,15.0,0,31,993,390,1,5,429,11,1,229,752,321,531,13,206,1086,8,124,22,2,285,1,310,0,235
0,3,0,12.0,23.0,391.0,97.0,12.0,47.0,91.0,1,3,23.0,0,152,936,1015,1,6,992,2,1,194,21,897,161,13,56,635,8,260,123,1,804,8,547,19,356
1,6,32,18.0,7.0,5.0,4.0,24.0,31.0,758.0,1,7,4.0,43,52,75,119,1,3,936,2,1,789,97,412,137,3,737,1150,8,181,22,0,215,1,681,0,323
0,47,0,14.0,3.0,135374.0,146.92563081009297,0.0,5.0,5.0,5,0,4.0,33,77,248,52,19,4,1033,17,0,188,360,1039,148,18,135,918,8,263,79,2,25,0,575,0,340
1,0,58,2.0,2.0,11551.0,125.0,2.0,2.0,5.0,0,1,2.0,0,146,1282,226,1,3,945,2,1,273,562,1221,77,13,268,963,8,258,123,1,780,1,141,19,356
1,47,295,60.0,2.0,65462.0,146.92563081009297,0.0,5.0,2.0,5,0,4.0,0,52,1248,495,1,5,872,2,0,194,698,591,758,2,772,1136,5,181,22,0,1012,1,410,1,452
0,47,1,33.079354838709676,8.062697910069664,7678.0,17.0,24.0,1.0,10.0,5,1,11.784673844205193,0,71,333,212,1,5,996,2,1,560,263,1180,693,0,613,971,8,159,123,1,347,0,180,19,356
0,0,0,8.0,2.0,5024.0,329.0,4.0,12.0,66.0,0,2,2.0,0,120,340,521,9,3,1095,2,1,319,255,279,488,19,572,683,8,490,114,2,930,1,312,18,156
1,7,14,19.0,47.0,59.0,58.0,8.0,41.0,387.0,2,3,48.0,33,77,1064,168,1,3,1099,17,1,710,308,173,174,2,310,639,8,388,38,2,726,0,400,0,336
1,0,2,5.0,2.0,1406.0,5.0,10.0,8.0,8.0,0,2,2.0,0,131,573,231,28,4,812,2,1,24,450,297,131,13,3,62,8,434,87,3,1149,0,376,1,420
0,2,31,31.0,6.0,14.0,4.0,2.0,6.0,6.0,1,1,4.0,0,193,545,807,11,6,644,2,1,665,176,177,759,3,142,634,0,532,22,0,0,7,162,27,378
0,0,12,3.0,12.0,1774.0,106.0,3.0,25.0,138.0,0,2,14.0,33,51,94,1022,1,0,463,2,1,793,182,857,358,2,655,173,0,384,123,1,314,3,291,19,356
0,47,339,33.079354838709676,8.062697910069664,14689.0,146.92563081009297,0.0,0.0,16.0,5,0,11.784673844205193,56,244,810,562,1,4,1041,5,1,194,877,1184,486,2,508,928,5,426,123,1,685,8,267,19,356
0,47,1,0.0,31.0,263.0,146.92563081009297,0.0,33.0,32.0,5,0,32.0,27,215,892,872,1,3,500,2,1,544,898,780,123,13,530,641,1,252,123,1,1002,1,531,19,356
1,4,62,137.0,22.0,2.0,14.0,4.0,27.0,22.0,1,1,14.0,0,37,287,239,1,3,598,2,1,210,658,973,102,2,48,995,8,285,22,0,55,10,174,28,149
1,0,27,1.0,12.0,8543.0,146.92563081009297,0.0,29.0,30.0,0,0,13.0,43,220,1114,152,1,3,232,2,1,194,643,163,678,3,220,564,8,133,123,1,440,2,431,19,356
0,0,34,33.079354838709676,2.0,3458.0,39.0,6.0,31.0,47.0,0,1,6.0,56,131,1258,811,1,3,507,2,1,1,432,974,351,2,149,36,8,392,114,2,350,10,572,31,162
0,47,2,40.0,8.0,2999.0,146.92563081009297,0.0,8.0,8.0,5,0,8.0,26,10,513,860,1,5,513,11,1,194,793,502,554,2,218,523,5,222,123,1,97,8,712,19,356
0,0,49,33.079354838709676,2.0,4609.0,223.0,1.0,20.0,178.0,0,1,14.0,43,13,907,872,1,3,1153,5,1,806,368,1084,249,13,411,77,8,503,123,1,584,0,531,19,356
1,47,0,33.079354838709676,2.0,206016.0,146.92563081009297,0.0,4.0,10.0,5,0,2.0,73,51,362,590,1,3,418,17,0,773,189,907,173,13,29,184,4,361,123,1,199,0,415,19,356
0,47,1,10.0,0.0,22973.0,372.0,1.0,5.0,127.0,5,1,4.0,33,215,907,872,11,5,720,2,1,294,465,1084,216,2,156,77,7,252,123,1,584,0,531,19,356
0,2,247,3.0,1.0,1.0,0.0,12.0,1.0,3.0,1,2,0.0,26,249,700,292,1,2,783,5,1,812,839,683,90,13,253,1156,8,513,123,1,1074,0,66,19,356
0,0,22,2.0,8.0,1933.0,366.0,2.0,39.0,87.0,0,1,28.0,0,215,633,872,9,5,60,17,1,737,269,760,420,3,323,216,8,89,123,1,1062,2,531,19,356
0,0,0,25.0,37.0,1500.0,68.0,1.0,36.0,68.0,0,1,37.0,33,91,1170,808,1,6,825,2,1,536,736,671,795,13,336,1007,7,404,37,2,271,7,509,17,280
0,0,2,2.0,5.0,27845.0,146.92563081009297,0.0,10.0,2.0,0,0,6.0,0,215,633,872,7,3,363,2,1,124,491,760,183,3,161,216,7,252,123,1,1062,0,531,19,356
1,47,114,2.0,2.0,7204.0,146.92563081009297,0.0,2.0,3.0,5,0,2.0,0,12,458,882,1,4,695,2,1,207,876,580,697,2,185,906,8,188,33,2,142,0,174,27,149
0,0,6,19.0,24.0,4315.0,91.0,45.0,39.0,330.0,0,3,24.0,0,177,171,587,1,3,989,2,1,581,634,209,457,3,361,530,8,470,123,1,1009,2,601,19,356
0,47,-1,2.0,3.0,6035.0,3.0,2.0,3.0,3.0,5,1,3.0,0,12,521,273,1,4,1105,19,1,534,631,540,487,13,273,997,0,188,22,3,699,1,249,27,302
0,0,91,1.0,17.0,6171.0,463.0,19.0,30.0,449.0,0,3,74.0,0,50,398,327,21,4,843,17,1,194,909,988,361,2,519,445,8,16,22,0,1090,0,457,3,90
1,0,15,33.079354838709676,8.062697910069664,7341.0,146.92563081009297,13.710388247639035,1.0,126.76285414480587,0,30,11.784673844205193,0,215,20,819,1,3,590,17,1,446,874,679,172,13,733,244,8,143,123,1,1094,1,162,19,356
1,5,724,2.0,6.0,777.0,197.0,22.0,18.0,146.0,1,2,102.0,43,51,1158,149,11,3,250,2,1,678,476,1203,473,13,75,49,3,145,123,1,1166,11,468,19,356
0,47,2,3.0,3.0,265024.0,146.92563081009297,0.0,3.0,18.0,5,0,3.0,0,51,908,650,1,3,606,2,0,282,632,765,631,2,18,401,7,193,123,1,602,10,714,19,356
1,2,2,8.0,29.0,552.0,37.0,2.0,35.0,37.0,1,1,29.0,48,5,918,396,1,3,906,2,1,897,459,168,144,2,796,1104,4,230,123,1,386,3,653,19,356
1,47,13,1.0,8.062697910069664,20691.0,146.92563081009297,13.710388247639035,0.0,126.76285414480587,5,30,11.784673844205193,33,63,243,261,7,3,1132,17,1,419,323,149,292,2,739,409,8,347,22,0,922,0,66,27,90
1,47,0,1.0,8.062697910069664,4327.0,2.0,105.0,1.0,200.0,5,23,11.784673844205193,33,149,527,347,11,3,306,2,1,433,707,849,412,2,549,555,3,72,31,2,76,0,638,0,120
0,0,-1,33.079354838709676,8.062697910069664,7873.0,103.0,2.0,16.0,101.0,0,1,11.784673844205193,33,13,633,872,1,3,540,2,1,897,166,760,461,3,63,216,0,106,123,1,1062,1,531,19,356
0,47,7,10.0,2.0,5973.0,364.0,2.0,11.0,100.0,5,1,2.0,0,186,837,87,1,3,309,1,1,897,255,869,488,2,35,865,0,215,64,3,53,1,196,0,448
0,47,3442,1.0,1.0,14678.315844700945,146.92563081009297,0.0,2.0,2.0,5,0,2.0,50,215,633,872,1,6,698,5,0,194,194,760,397,13,530,216,2,252,123,1,1062,7,531,19,356
0,47,0,8.0,2.0,18686.0,146.92563081009297,0.0,10.0,10.0,5,0,2.0,0,31,292,965,11,3,338,2,1,194,804,680,150,2,39,799,5,124,22,2,881,5,99,0,60
0,1,408,3.0,25.0,103.0,68.0,7.0,47.0,939.0,1,6,66.0,56,11,633,872,1,3,506,5,1,523,820,760,515,13,80,216,8,309,22,3,1062,1,531,3,538
0,39,1,28.0,3.0,47.0,3.0,63.0,2.0,3.0,1,1,3.0,0,126,954,555,1,3,534,2,1,161,549,231,696,3,47,1001,8,2,22,3,668,0,66,27,329
1,6,285,14.0,6.0,4.0,0.0,6.0,11.0,11.0,1,1,0.0,0,42,693,673,1,6,654,2,1,402,799,1045,129,13,184,632,0,484,123,1,1034,7,436,19,356
0,47,0,33.079354838709676,8.062697910069664,11946.0,98.0,4.0,1.0,20.0,5,1,11.784673844205193,0,152,223,1015,1,0,114,5,1,194,122,897,83,13,56,635,7,260,123,1,804,1,547,19,356
1,0,609,1.0,1.0,3039.0,69.0,63.0,11.0,446.0,0,11,1.0,40,189,87,87,1,5,384,17,1,620,590,789,764,2,816,126,8,11,22,2,981,2,196,27,448
1,0,24,14.0,0.0,1398.0,139.0,3.0,2.0,11.0,0,2,2.0,0,189,98,87,9,5,972,5,1,307,843,668,23,2,816,140,0,11,19,2,1190,2,196,27,448
0,0,10,33.079354838709676,0.0,18574.0,146.92563081009297,13.710388247639035,8.0,126.76285414480587,0,30,3.0,0,102,1082,83,1,3,460,11,1,861,770,223,821,2,453,393,7,85,123,1,467,0,665,19,356
0,2,29,2.0,3.0,416.0,9.0,4.0,29.0,86.0,1,3,3.0,33,228,1257,289,1,3,634,2,1,19,7,879,197,14,106,788,8,43,84,2,113,7,178,29,454
0,2,199,43.0,33.0,8.0,15.0,2.0,32.0,99.0,1,1,15.0,0,149,1226,557,1,5,349,2,1,559,707,964,412,13,568,922,8,72,60,2,1112,0,418,0,419
0,8,0,25.0,19.0,547.0,20.0,26.0,23.0,496.0,1,5,19.0,26,30,1216,890,1,3,667,17,1,194,54,486,180,13,687,556,8,493,124,3,1121,2,650,24,150
0,47,30,1.0,1.0,14382.0,30.0,2.0,2.0,15.0,5,1,1.0,33,11,633,872,1,5,816,11,1,186,61,760,186,13,80,216,3,309,22,3,1062,1,531,3,538
0,0,5,2.0,8.0,7194.0,527.0,1.0,8.0,439.0,0,1,43.0,26,51,1022,1017,1,5,577,2,1,468,316,568,355,3,363,616,7,55,123,1,1164,2,629,19,356
1,4,121,1.0,0.0,5.0,0.0,4.0,0.0,0.0,1,1,0.0,0,53,288,520,11,3,683,2,1,891,244,244,461,13,115,741,8,468,22,3,601,0,426,1,378
0,5,2,33.079354838709676,8.062697910069664,264.0,11.0,8.0,28.0,51.0,1,2,11.784673844205193,0,10,554,93,1,3,609,6,1,655,686,406,160,8,548,56,8,324,123,1,655,1,471,19,356
1,47,66,159.0,0.0,292.0,146.92563081009297,0.0,12.0,22.0,5,0,5.0,0,63,243,261,1,5,944,2,1,242,270,149,576,2,739,409,7,347,22,0,922,0,66,27,90
1,4,0,7.0,7.0,1.0,0.0,4.0,41.0,40.0,3,3,0.0,0,12,412,692,6,6,668,15,1,194,503,440,201,2,185,991,8,188,128,2,390,2,517,27,63
0,4,27,33.079354838709676,6.0,1290.0,101.0,5.0,20.0,78.0,0,1,29.0,0,52,662,234,1,6,609,5,1,849,686,763,160,2,732,1072,8,517,22,3,831,0,297,0,378
0,0,-1,33.079354838709676,8.062697910069664,1951.0,38.0,6.0,23.0,54.0,0,2,11.784673844205193,0,32,907,872,1,5,306,2,1,48,707,1084,412,13,159,77,4,373,123,1,584,0,531,19,356
0,47,120,1.0,1.0,30473.0,146.92563081009297,0.0,1.0,1.0,5,0,1.0,33,191,1070,819,11,3,726,2,1,194,485,1078,818,2,702,621,4,289,123,1,1,0,162,19,356
0,2,9,50.0,3.0,446.0,76.0,2.0,30.0,29.0,1,1,10.0,0,12,882,555,11,4,191,2,1,783,579,1052,21,9,684,912,7,208,163,0,471,3,66,27,405
0,5,-1,33.079354838709676,8.062697910069664,444.0,15.0,5.0,15.0,15.0,1,1,11.784673844205193,0,74,1070,819,1,3,468,2,1,194,723,1078,708,9,398,621,8,387,123,1,1,1,162,19,356
0,0,2,2.0,12.0,2898.0,255.0,7.0,46.0,221.0,0,4,16.0,0,215,892,872,1,1,830,17,1,194,520,780,470,13,536,641,6,89,123,1,1002,1,531,19,356
0,47,-1,33.079354838709676,8.062697910069664,14678.315844700945,146.92563081009297,0.0,2.0,2.0,5,0,11.784673844205193,0,102,194,158,1,5,42,2,0,194,408,1192,227,13,313,500,2,85,123,1,740,8,248,19,356
0,8,449,0.0,8.0,38.0,12.0,8.0,8.0,8.0,1,1,8.0,33,51,186,848,11,5,453,5,1,681,671,86,76,13,225,447,8,61,123,1,1056,1,663,19,356
0,47,1,4.0,8.062697910069664,7349.0,9.0,12.0,3.0,91.0,5,4,11.784673844205193,43,77,965,353,7,5,1120,2,1,192,740,25,250,8,215,535,8,263,22,0,54,0,174,27,85
0,33,0,0.0,2.0,133.0,2.0,51.0,1.0,153.0,1,5,2.0,0,12,774,339,1,2,531,17,1,109,638,1027,9,2,185,806,8,188,186,2,206,0,174,27,149
0,0,1,2.0,1.0,2106.0,7.0,3.0,2.0,20.0,0,3,1.0,26,12,1273,844,1,0,710,2,1,457,260,551,206,2,185,533,7,188,43,2,765,0,174,27,149
0,0,1124,3.0,3.0,9329.0,383.0,5.0,6.0,747.0,0,2,3.0,0,197,603,968,9,3,1020,2,1,381,774,35,752,3,693,1024,8,149,114,3,14,7,174,12,30
0,0,0,17.0,5.0,8845.0,260.0,2.0,9.0,36.0,0,1,5.0,56,77,399,4,1,0,1159,2,1,194,647,893,541,13,443,300,0,263,22,2,158,0,174,27,149
0,0,2580,33.079354838709676,0.0,4734.0,431.0,24.0,49.0,526.0,0,6,34.0,0,13,907,872,1,3,846,2,1,40,188,1084,62,13,594,77,8,106,123,1,584,7,531,19,356
1,1,10,3.0,2.0,247.0,3.0,1.0,3.0,2.0,1,1,2.0,9,37,632,1005,1,0,1063,2,1,408,463,154,448,13,515,662,4,285,94,2,46,0,470,28,412
